,subject,relation,object,subject_type,object_type
2081,District magistrate Monika Rani,visited,Jhandi Ki Madiya village,PERSON,NOUN_CHUNK
2082,faculty member,touched,primary complainant,NOUN_CHUNK,NOUN_CHUNK
2083,upset student,told,primary complainant parents,NOUN_CHUNK,NOUN_CHUNK
2084,committee,recommended,major penalty,NOUN_CHUNK,NOUN_CHUNK
2085,Singh,keeping,roza,PERSON,NOUN_CHUNK
2086,father,keeping,roza,NOUN_CHUNK,NOUN_CHUNK
2087,oppn,claims,Punjab local bodies minister Navjot Singh Sidhu,ORG,PERSON
2088,Sidhu son,done,master,NOUN_CHUNK,NOUN_CHUNK
2089,Haridwar girl,bagged,spot,NOUN_CHUNK,NOUN_CHUNK
2090,Tanuja Kapri,secured,spot,PERSON,NOUN_CHUNK
2091,Girls,outshined,boys,NOUN_CHUNK,NOUN_CHUNK
2092,board,announced,Class X XII examination results,NOUN_CHUNK,NOUN_CHUNK
2093,board,released by,examinations,NOUN_CHUNK,NOUN_CHUNK
2094,Sachin Chand,scored,97.40%,PERSON,PERCENT
2095,Dayaram,opened,fire,ORG,NOUN_CHUNK
2096,The Central Bureau of Investigation,recorded,statement,ORG,NOUN_CHUNK
2097,chief minister,accused,police officials,NOUN_CHUNK,NOUN_CHUNK
2098,BJP leaders,termed,allegations,NOUN_CHUNK,NOUN_CHUNK
2099,Bharat,ended,Bharat life,ORG,NOUN_CHUNK
2100,the SP,placed,cops,ORG,NOUN_CHUNK
2101,Karnala district BJP chief Jagmohan Anand,dismissed,allegations,PERSON,NOUN_CHUNK
2102,Karnala district BJP chief Jagmohan Anand,assured,transparent investigations,PERSON,NOUN_CHUNK
2103,group,beat up,peons,NOUN_CHUNK,NOUN_CHUNK
2104,boys,attacked,junior college teacher,NOUN_CHUNK,NOUN_CHUNK
2105,teacher,lodged,complaint,NOUN_CHUNK,NOUN_CHUNK
2106,private hospital,alerted,police,NOUN_CHUNK,NOUN_CHUNK
2107,Prime Minister Narendra Modi,inaugurated,the Phase 1 of Delhi-Meerut Expressway,PERSON,EVENT
2108,Delhi Meerut Expressway,has,vertical gardens,NOUN_CHUNK,NOUN_CHUNK
2109,time,reduce to,about 4-5 hours,NOUN_CHUNK,TIME
2110,Eastern Periphery Expressway,has,iconic toll plaza,ORG,NOUN_CHUNK
2111,greenfield project,generated,employment opportunities,NOUN_CHUNK,NOUN_CHUNK
2112,amenities,include,retail fuel outlets,NOUN_CHUNK,NOUN_CHUNK
2113,names,had,particular age associations,NOUN_CHUNK,NOUN_CHUNK
2114,container driver,suffered,minor injuries,NOUN_CHUNK,NOUN_CHUNK
2115,single grain,Syedna Mufaddal Saifuddin’s repeated emphasis on,waste,NOUN_CHUNK,NOUN_CHUNK
2116,Girls,beat,boys,NOUN_CHUNK,NOUN_CHUNK
2117,determined getter,suffered,27 epileptic attacks,NOUN_CHUNK,NOUN_CHUNK
2118,Things,took,turn,NOUN_CHUNK,NOUN_CHUNK
2119,mother,took,short cuts,NOUN_CHUNK,NOUN_CHUNK
2120,Aditi Goel,got,90.2 % marks,PERSON,NOUN_CHUNK
2121,Tushar,scored,91.6%,GPE,PERCENT
2122,Justice Rakesh Kumar Jain,issued,notice,PERSON,NOUN_CHUNK
2123,Zirakpur Patiala highway Zirakpur flyover highway,witnessed,fatal accidents,NOUN_CHUNK,NOUN_CHUNK
2124,Hindutva,supported,discrimination,ORG,NOUN_CHUNK
2125,Vice-president Venkaiah Naidu,inaugurated,new office,PERSON,NOUN_CHUNK
2126,Monals,fly,long distances,LOC,NOUN_CHUNK
2127,actor,shared,link,NOUN_CHUNK,NOUN_CHUNK
2128,411,booked under,stolen property,CARDINAL,NOUN_CHUNK
2129,Narayanan,worked,close to 40 years,ORG,DATE
2130,companies,discovered,latent market,NOUN_CHUNK,NOUN_CHUNK
2131,Singh,suffered,gunshot wound,PERSON,NOUN_CHUNK
2132,20-year-old Broderick Malik Jones Roberts,has,criminal history,PERSON,NOUN_CHUNK
2133,exhibitor,produced by,nostalgic reasons,NOUN_CHUNK,NOUN_CHUNK
2134,megastar Prosenjit Chatterjee,got,megastar Prosenjit Chatterjee story,PERSON,NOUN_CHUNK
2135,England,poised to,latest order collapse,GPE,NOUN_CHUNK
2136,CBSE students,have,greater advantage,NOUN_CHUNK,NOUN_CHUNK
2137,New College,putting out,New College selection list,ORG,NOUN_CHUNK
2138,Bangalore Times Fashion Week,had,lot,ORG,NOUN_CHUNK
2139,Sheers,add,panache,ORG,NOUN_CHUNK
2140,Debutant SP Mohan,tried,different genre- fictional comedy,PERSON,NOUN_CHUNK
2141,friend,sent,Nee Nanna Olavu,NOUN_CHUNK,PERSON
2142,Judah,scored,catchy tunes,ORG,NOUN_CHUNK
2143,Bangalore Times Fashion Week,had,lot,ORG,NOUN_CHUNK
2144,Sheers,add,panache,ORG,NOUN_CHUNK
2145,Bangalore Times Fashion Week,had,lot,ORG,NOUN_CHUNK
2146,Sheers,add,panache,ORG,NOUN_CHUNK
2147,Delhi Metro,offers,similar facilities,ORG,NOUN_CHUNK
2148,19-year-old R Sivathmika,composed,music,PERSON,NOUN_CHUNK
2149,Lijo,reads,final fully edited scripts,PERSON,NOUN_CHUNK
2150,Popular anchor Govind Padmasoorya,wishes,Popular anchor Govind Padmasoorya,PERSON,PERSON
2151,Fans,wished,Fans,NOUN_CHUNK,ORG
2152,Pearle's co-anchor Adil,wished,Pearle's co-anchor Adil,PERSON,PERSON
2153,Pearle's co-anchor Adil,wished,Praanthy Maaney',PERSON,ORG
2154,PDT .Pearle,posted,video,DATE,NOUN_CHUNK
2155,Pearle co - anchor,grabbed,attention,NOUN_CHUNK,NOUN_CHUNK
2156,Pearle co - anchor,hosted,D4 Dance,NOUN_CHUNK,NOUN_CHUNK
2157,friend,sent,Nee Nanna Olavu,NOUN_CHUNK,PERSON
2158,Judah,scored,catchy tunes,ORG,NOUN_CHUNK
2159,Watson century,powers,Chennai Super Kings,NOUN_CHUNK,FAC
2160,Sunil Narine,picked up,awards,PERSON,NOUN_CHUNK
2161,university,runs,47 self financing institutions,NOUN_CHUNK,NOUN_CHUNK
2162,private bus stand,poses,safety threats,NOUN_CHUNK,NOUN_CHUNK
2163,municipality,included,proposal,NOUN_CHUNK,NOUN_CHUNK
2164,virgin coconut oil plant,awaiting,clearance,ORG,NOUN_CHUNK
2165,Nipah scare,hit,export,NOUN_CHUNK,NOUN_CHUNK
2166,father medical report,confirmed,presence,NOUN_CHUNK,NOUN_CHUNK
2167,Ayaan wife,left,Ayaan,NOUN_CHUNK,PERSON
2168,Union minister Nitin Gadkari,launched,year scheme,PERSON,NOUN_CHUNK
2169,Union minister Nitin Gadkari,presented,bicycles,PERSON,NOUN_CHUNK
2170,play,narrates,interlinked stories,NOUN_CHUNK,NOUN_CHUNK
2171,play,narrates,interlinked stories,NOUN_CHUNK,NOUN_CHUNK
2172,nurses,launch,indefinite strike,NOUN_CHUNK,NOUN_CHUNK
2173,cab aggregator,was,railways,NOUN_CHUNK,NOUN_CHUNK
2174,entry,affected,Uber revenue,NOUN_CHUNK,NOUN_CHUNK
2175,rapid response teams,directed to,early case detection,NOUN_CHUNK,NOUN_CHUNK
2176,15-member special investigation team,have,Pathanamthitta district police superintendent T Narayanan,NOUN_CHUNK,PERSON
2177,Government,protected,interests,NOUN_CHUNK,NOUN_CHUNK
2178,Government,strengthened,Act,NOUN_CHUNK,NOUN_CHUNK
2179,schemes,changed,life,NOUN_CHUNK,NOUN_CHUNK
2180,crore families,get,access,NOUN_CHUNK,NOUN_CHUNK
2181,Sleuths,detained,persons,NOUN_CHUNK,NOUN_CHUNK
2182,the health department’s,taken against,unregistered sonography machines,ORG,NOUN_CHUNK
2183,Police,recovered,15 iPhones,NOUN_CHUNK,NOUN_CHUNK
2184,mini truck,killed,members,NOUN_CHUNK,NOUN_CHUNK
2185,Polur police,registered,case,NOUN_CHUNK,NOUN_CHUNK
2186,Aarti Devi,has,month old son,PERSON,NOUN_CHUNK
2187,vegetable market,witnessing,high inflow,NOUN_CHUNK,NOUN_CHUNK
2188,bag,have,70kg,NOUN_CHUNK,QUANTITY
2189,G Ramesh,increased,carrot plantation,PERSON,NOUN_CHUNK
2190,tigress tigress,abandoned,tigress litters,NOUN_CHUNK,NOUN_CHUNK
2191,tigress,abandoned,tigress little ones,NOUN_CHUNK,NOUN_CHUNK
2192,department,registered,case,NOUN_CHUNK,NOUN_CHUNK
2193,department,find,clue,NOUN_CHUNK,NOUN_CHUNK
2194,bank manager,made,transactions,NOUN_CHUNK,NOUN_CHUNK
2195,Udumalai K Radhakrishan,laid,foundation stone,PERSON,NOUN_CHUNK
2196,Manikandan,fled,spot,ORG,NOUN_CHUNK
2197,cousins,committed,suicide,NOUN_CHUNK,NOUN_CHUNK
2198,Cops,recovered,suicide note,NOUN_CHUNK,NOUN_CHUNK
2199,preliminary probe,revealed,suicide note,NOUN_CHUNK,NOUN_CHUNK
2200,Naduvattam police,registered,case,NOUN_CHUNK,NOUN_CHUNK
2201,Dehradun,sign,MoU,GPE,NOUN_CHUNK
2202,Bharathiar University,told,franchise centres,ORG,NOUN_CHUNK
2203,schools,filled,"46,000 seats",NOUN_CHUNK,NOUN_CHUNK
2204,Watson century,powers,CSK,NOUN_CHUNK,ORG
2205,RCB,means,lot,ORG,NOUN_CHUNK
2206,Willamson,replaced,the suspended David Warner,ORG,PERSON
2207,Fate,causing,irreversible damage,NOUN_CHUNK,NOUN_CHUNK
2208,ground realities,A report,glaring deficiencies,NOUN_CHUNK,NOUN_CHUNK
2209,industrial effluent,entering,fields,NOUN_CHUNK,NOUN_CHUNK
2210,NGT,sought,status report,ORG,NOUN_CHUNK
2211,the National Green Tribunal,appointed,Ajit Pratap Singh,ORG,PERSON
2212,PWD officials,venturing,guess,NOUN_CHUNK,NOUN_CHUNK
2213,students,termed,alleged incident,NOUN_CHUNK,NOUN_CHUNK
2214,students,raised,slogans,NOUN_CHUNK,NOUN_CHUNK
2215,the LG,tweeted,Heartiest congratulations,ORG,NOUN_CHUNK
2216,TNSTC,stepped up,bus services,ORG,NOUN_CHUNK
2217,DGP T K Rajendran,visited,injured victims,ORG,NOUN_CHUNK
2218,Kadambur Raju,visited,injured patients,PERSON,NOUN_CHUNK
2219,Raju,pacified,mother,PERSON,NOUN_CHUNK
2220,Kadambur Raju,held,discussions,PERSON,NOUN_CHUNK
2221,streets,join,the Town Hall Road,NOUN_CHUNK,FAC
2222,New Delhi Municipal Council,organised,cycle race,ORG,NOUN_CHUNK
2223,200 participants,joined,campaign,NOUN_CHUNK,NOUN_CHUNK
2224,Tirunelveli,DIG,Kapil Sarathkumar,PERSON,PERSON
2225,party consortium,includes,Bengaluru-based Toorq Media,NOUN_CHUNK,ORG
2226,service provider,pay,fixed,NOUN_CHUNK,NOUN_CHUNK
2227,cars,pay,Rs 5 per hour,NOUN_CHUNK,ORG
2228,Certain neighbourhoods,attract,premium fee,NOUN_CHUNK,NOUN_CHUNK
2229,service provider,set up,grievance cell,NOUN_CHUNK,NOUN_CHUNK
2230,AAP,appointed,national treasurer Deepak Bajpai,ORG,PERSON
2231,campaigners,completed,works,NOUN_CHUNK,NOUN_CHUNK
2232,30 schools,expressed,30 schools interest,NOUN_CHUNK,NOUN_CHUNK
2233,thousands of devotees from Tiruvarur and neighbouring districts,witnessed,Thiyagaraja Swami temple,CARDINAL,NOUN_CHUNK
2234,Aazhi Ther,deemed,majestic temple car,PERSON,NOUN_CHUNK
2235,Madras High Court judge justice Baskaran,attended,annual festival,PERSON,NOUN_CHUNK
2236,jallikattu,witnessed,participation,NOUN_CHUNK,NOUN_CHUNK
2237,school,informed,concerned parents,NOUN_CHUNK,NOUN_CHUNK
2238,Line,connect,major shopping destinations,ORG,NOUN_CHUNK
2239,Singh,overseeing,renovation,PERSON,NOUN_CHUNK
2240,man,impregnated,16-year old girl,NOUN_CHUNK,NOUN_CHUNK
2241,mother,lodged,complaint,NOUN_CHUNK,NOUN_CHUNK
2242,children,found,positive correlation,NOUN_CHUNK,NOUN_CHUNK
2243,children,found,positive correlation,NOUN_CHUNK,NOUN_CHUNK
2244,zoo records,alleged,monitor lizards,NOUN_CHUNK,NOUN_CHUNK
2245,zoo hospital,acquire,wild animal,NOUN_CHUNK,NOUN_CHUNK
2246,CZA,investigating,annual death count,ORG,NOUN_CHUNK
2247,metro rail,raised,objections,NOUN_CHUNK,NOUN_CHUNK
2248,metro rail,challenged,application,ORG,NOUN_CHUNK
2249,rail,contested,railway calculation,NOUN_CHUNK,NOUN_CHUNK
2250,neighbours,found,police,NOUN_CHUNK,NOUN_CHUNK
2251,Puri’s,owned,Fiat Punto car,ORG,NOUN_CHUNK
2252,Puri’s,told,neighbour,ORG,NOUN_CHUNK
2253,Twitter,handle,mentions,ORG,NOUN_CHUNK
2254,the Tamil Nadu Slum Clearance Board,visited by,provisions,ORG,NOUN_CHUNK
2255,NHAI,deployed,incident management vehicles,ORG,NOUN_CHUNK
2256,earlier government,been,earlier government,NOUN_CHUNK,NOUN_CHUNK
2257,Pozhichalur,has,"close 10,000 houses",NOUN_CHUNK,NOUN_CHUNK
2258,Rajnath Singh government,considered,sub - quota,NOUN_CHUNK,NOUN_CHUNK
2259,Rahul ‘Ronnie’ Joshi,enjoyed,success,PERSON,NOUN_CHUNK
2260,mother care,enabled,Rahul ‘Ronnie’ Joshi,NOUN_CHUNK,PERSON
2261,Rahul Ronnie Joshi haul,earned,Rahul Ronnie Joshi direct entry,NOUN_CHUNK,NOUN_CHUNK
2262,city Waltair unit,registered,maximum temperature,NOUN_CHUNK,NOUN_CHUNK
2263,number,crossed,April figure,NOUN_CHUNK,NOUN_CHUNK
2264,Bheemili,registered,footfall,ORG,NOUN_CHUNK
2265,Nearly 2200 foreign tourists,visited,beaches,NOUN_CHUNK,NOUN_CHUNK
2266,price,touched,Rs 350 per kg,NOUN_CHUNK,FAC
2267,broiler meat,costs,Rs 240,NOUN_CHUNK,PRODUCT
2268,transformers,have,DT Distribution Transformer meters,NOUN_CHUNK,NOUN_CHUNK
2269,meters,keep,track,NOUN_CHUNK,NOUN_CHUNK
2270,TOI,received,reports,ORG,NOUN_CHUNK
2271,Maoists,deputed,area committee member,NORP,NOUN_CHUNK
2272,state military commission meeting,took,place,NOUN_CHUNK,NOUN_CHUNK
2273,Guntur district administration,found,controversy,NOUN_CHUNK,NOUN_CHUNK
2274,The Reserve Bank of India,sending,bulk SMSs,ORG,NOUN_CHUNK
2275,The Reserve Bank of India,kept,maximum withdrawals,ORG,NOUN_CHUNK
2276,BSBDA depositors,highlighted in,long innings,NOUN_CHUNK,NOUN_CHUNK
2277,HDFC Bank,allows,free transactions,ORG,NOUN_CHUNK
2278,trust,took up,number,NOUN_CHUNK,NOUN_CHUNK
2279,Bhabiji Ghar Par Hain',brought,twist,PERSON,NOUN_CHUNK
2280,duo,belted out,songs,NOUN_CHUNK,NOUN_CHUNK
2281,Seema,pulled,leg,PERSON,NOUN_CHUNK
2282,Enna vida oru pathu vayasu,adhigamanavara,thaana kadhalichen,PERSON,PERSON
2283,Saroja wife,had,concerns,NOUN_CHUNK,NOUN_CHUNK
2284,alternative,doing,film,NOUN_CHUNK,NOUN_CHUNK
2285,bunch,had,discussions,NOUN_CHUNK,NOUN_CHUNK
2286,ladies,organised,Vacation,NOUN_CHUNK,NOUN_CHUNK
2287,Richa Agnihotari,played,perfect hostess,PERSON,NOUN_CHUNK
2288,duo,belted out,songs,NOUN_CHUNK,NOUN_CHUNK
2289,ladies,organised,Vacation,NOUN_CHUNK,NOUN_CHUNK
2290,Richa Agnihotari,played,perfect hostess,PERSON,NOUN_CHUNK
2291,co - star,has,tough job,NOUN_CHUNK,NOUN_CHUNK
2292,ladies,organised,Vacation,NOUN_CHUNK,NOUN_CHUNK
2293,Richa Agnihotari,played,perfect hostess,PERSON,NOUN_CHUNK
2294,Vineet Raina,lost,Vineet Raina personal data,PERSON,NOUN_CHUNK
2295,Dixit,joins,Porus,ORG,ORG
2296,actress,plays,Roxane,NOUN_CHUNK,PERSON
2297,life,come,circle,NOUN_CHUNK,NOUN_CHUNK
2298,Delnaaz Irani,play,seductress,PERSON,NOUN_CHUNK
2299,.Karanuday,turns,baddie,DATE,NOUN_CHUNK
2300,Imtiaz,received,wide appreciation,ORG,NOUN_CHUNK
2301,Imtiaz,won,awards,ORG,NOUN_CHUNK
2302,Imtiaz,made,films,ORG,NOUN_CHUNK
2303,Imtiaz filmography,includes,Jab,ORG,PERSON
2304,studio,has,creative partnerships,NOUN_CHUNK,NOUN_CHUNK
2305,us,raised,complaint,GPE,NOUN_CHUNK
2306,actor,changed,gears,NOUN_CHUNK,NOUN_CHUNK
2307,The Federation of Association of Apartment Owners,had,The Federation of Association of Apartment Owners,ORG,ORG
2308,new residential societies,joined,The Federation of Association of Apartment Owners,NOUN_CHUNK,ORG
2309,The Federation of Association of Apartment Owners,had,The Federation of Association of Apartment Owners,ORG,ORG
2310,new residential societies,joined,The Federation of Association of Apartment Owners,NOUN_CHUNK,ORG
2311,police,denied,allegations,NOUN_CHUNK,NOUN_CHUNK
2312,building,have,dining hall,NOUN_CHUNK,NOUN_CHUNK
2313,building,accommodate,maximum number,NOUN_CHUNK,NOUN_CHUNK
2314,the Nirman Nigam,used for,objection certificate,ORG,NOUN_CHUNK
2315,building,have,dining hall,NOUN_CHUNK,NOUN_CHUNK
2316,building,accommodate,maximum number,NOUN_CHUNK,NOUN_CHUNK
2317,the Nirman Nigam,used for,objection certificate,ORG,NOUN_CHUNK
2318,teams,have,city magistrate,NOUN_CHUNK,NOUN_CHUNK
2319,juice sellers,have,tobacco products,NOUN_CHUNK,NOUN_CHUNK
2320,.Neighbours,rushed,wife,CARDINAL,NOUN_CHUNK
2321,team,informed,couple house,NOUN_CHUNK,NOUN_CHUNK
2322,district health department,ordered,probe,NOUN_CHUNK,NOUN_CHUNK
2323,Manohar Lal Khattar,inaugurated,projects,PERSON,NOUN_CHUNK
2324,Mriganka,faces,RLD’s Tabassum Hasan,NORP,PERSON
2325,BJP Lokendra Singh widow,faces,SP nominee,NOUN_CHUNK,NOUN_CHUNK
2326,byelections,see,fight,NOUN_CHUNK,NOUN_CHUNK
2327,Saji Cheriyan,face,tough challenge,PERSON,NOUN_CHUNK
2328,pockets,get,water,NOUN_CHUNK,NOUN_CHUNK
2329,TOI,reported,residents allegation,ORG,NOUN_CHUNK
2330,builders,collected,interest free security maintenance,NOUN_CHUNK,NOUN_CHUNK
2331,Bombay Stock Exchange,sought,clarification,ORG,NOUN_CHUNK
2332,TOI,accessed,TOI interrogation report,ORG,NOUN_CHUNK
2333,both Lakhvi,make,appearance,PERSON,NOUN_CHUNK
2334,Odai Keni Kulam,given,19 ponds,NOUN_CHUNK,NOUN_CHUNK
2335,CII,prepare,DPR,ORG,ORG
2336,CII,have,DPRs,ORG,NOUN_CHUNK
2337,24-year old youth,sustained,fatal injuries,NOUN_CHUNK,NOUN_CHUNK
2338,Akshay Solanki,filed,complaint,PERSON,NOUN_CHUNK
2339,Paldi police,started,probe,NOUN_CHUNK,NOUN_CHUNK
2340,Solanki,loses,leg,ORG,NOUN_CHUNK
2341,Pravin Shah,get,Rs 33.5 lakh,PERSON,QUANTITY
2342,45-year old man,committed,suicide,NOUN_CHUNK,NOUN_CHUNK
2343,Manji family,see,eye,NOUN_CHUNK,NOUN_CHUNK
2344,stone,hit,Girish,NOUN_CHUNK,PERSON
2345,police,registered,case,NOUN_CHUNK,NOUN_CHUNK
2346,Kalu Pandit,runs,sugarcane juice stall,PERSON,NOUN_CHUNK
2347,latest development,dashed,hopes,NOUN_CHUNK,NOUN_CHUNK
2348,Thaim family,made,numerous representations,NOUN_CHUNK,NOUN_CHUNK
2349,Panchvati Residency,received,$25 million,NOUN_CHUNK,MONEY
2350,men,found,bodies,NOUN_CHUNK,NOUN_CHUNK
2351,East Central Railway,fitted,360 coaches,NOUN_CHUNK,NOUN_CHUNK
2352,rail coach factory,manufacturing,LHB coaches,NOUN_CHUNK,NOUN_CHUNK
2353,anaerobic bacterium,converts,human waste,NOUN_CHUNK,NOUN_CHUNK
2354,Kumar Singh,distributed,medals,PERSON,NOUN_CHUNK
2355,East Central Railway (ECR) general manager L C Trivedi,launched,app,PERSON,NOUN_CHUNK
2356,general manager L C Trivedi,told,East Central Railway (ECR,PERSON,ORG
2357,Rai Nagendraji,decided on,Nitish,PERSON,PERSON
2358,grand alliance,comprised,JD(U,NOUN_CHUNK,NOUN_CHUNK
2359,Tejashwi,be,demonetisation,ORG,NOUN_CHUNK
2360,team,comprises,officials,NOUN_CHUNK,NOUN_CHUNK
2361,Senior BJP functionaries,addressed,meeting,NOUN_CHUNK,NOUN_CHUNK
2362,ministers,highlighted,work,NOUN_CHUNK,NOUN_CHUNK
2363,coaching institutes,prepare,students,NOUN_CHUNK,NOUN_CHUNK
2364,city doctors,advising,women,NOUN_CHUNK,NOUN_CHUNK
2365,DAV Kankarbagh principal H K Singh,congratulated,teachers,PERSON,NOUN_CHUNK
2366,PK Bhuyan,explained,methodology,PERSON,NOUN_CHUNK
2367,PK Tiwari,provided,essential tips,ORG,NOUN_CHUNK
2368,Patna University Students’ Union (PUSU,organize,debate,ORG,NOUN_CHUNK
2369,Bihar governor Satya Pal Malik,attend,programme,PERSON,NOUN_CHUNK
2370,list,mentions,colleges,NOUN_CHUNK,NOUN_CHUNK
2371,CM,laid,foundation,NOUN_CHUNK,NOUN_CHUNK
2372,senior Buidco official,added,original expenditure,NOUN_CHUNK,NOUN_CHUNK
2373,precinct,covers,riverfront,NOUN_CHUNK,NOUN_CHUNK
2374,men,found,bodies,NOUN_CHUNK,NOUN_CHUNK
2375,MUMBAI,has,approximately 3.16 lakh million litres,ORG,QUANTITY
2376,city,requires,"4,200 million litres",NOUN_CHUNK,QUANTITY
2377,municipal corporation,supply,"3,750mld of water to MUMBAI every day",NOUN_CHUNK,CARDINAL
2378,the BMC,implemented,cut,ORG,NOUN_CHUNK
2379,city,receives,water,NOUN_CHUNK,NOUN_CHUNK
2380,India Meteorology Department,declared,onset,ORG,NOUN_CHUNK
2381,Parts,witness,pre - monsoon activity,NOUN_CHUNK,NOUN_CHUNK
2382,team,arrested,Kaarigausal Ansari,NOUN_CHUNK,PERSON
2383,Suburban collector Sachin Kurve,told,TOI,PERSON,NOUN_CHUNK
2384,mention,creates,emotion,NOUN_CHUNK,NOUN_CHUNK
2385,Gaikwad,locked,entry,PERSON,NOUN_CHUNK
2386,accused trio,includes,an NRI,NOUN_CHUNK,ORG
2387,accused,taken,money,NOUN_CHUNK,NOUN_CHUNK
2388,Main,arrested in,Samir Tople,NOUN_CHUNK,PERSON
2389,V VIII students,moved up,chain,NOUN_CHUNK,NOUN_CHUNK
2390,Teachers,lost,leverage,NOUN_CHUNK,NOUN_CHUNK
2391,Delhi,had,highest overall score,GPE,NOUN_CHUNK
2392,accused,befriended,16-year old girl,NOUN_CHUNK,NOUN_CHUNK
2393,buyers,booked,shops,NOUN_CHUNK,NOUN_CHUNK
2394,mention,creates,emotion,NOUN_CHUNK,NOUN_CHUNK
2395,the weekend,spells,respite,DATE,NOUN_CHUNK
2396,Constable Anita Rahane,sustained,injuries,PERSON,NOUN_CHUNK
2397,2016 report,shows,392 on,NOUN_CHUNK,CARDINAL
2398,seasoned criminal,fear,police,NOUN_CHUNK,NOUN_CHUNK
2399,students,arranged,dozen family games,NOUN_CHUNK,NOUN_CHUNK
2400,oil prices,average,65,NOUN_CHUNK,MONEY
2401,oil prices,average,65,NOUN_CHUNK,MONEY
2402,Figures,indicate,faster growth,NOUN_CHUNK,NOUN_CHUNK
2403,BCom,attracted,lakh applicants,ORG,NOUN_CHUNK
2404,BMS,had,applicants,ORG,NOUN_CHUNK
2405,biotechnology,picking up,BSc,NOUN_CHUNK,ORG
2406,Shivaji Nagar police,arrested,real estate agent,NOUN_CHUNK,NOUN_CHUNK
2407,Shivaji Nagar police,spilled,beans,NOUN_CHUNK,NOUN_CHUNK
2408,Shobha Patil,called,Meena,PERSON,PERSON
2409,Chaitanya,raising,Chaitanya,ORG,ORG
2410,regional director,terminated,services,NOUN_CHUNK,NOUN_CHUNK
2411,zone office,found,violations,NOUN_CHUNK,NOUN_CHUNK
2412,the NMC,introduced,Zero Pendency Daily Disposal drive,ORG,NOUN_CHUNK
2413,officials,neglect,RTI activists,NOUN_CHUNK,NOUN_CHUNK
2414,officials,solved,people,NOUN_CHUNK,NOUN_CHUNK
2415,CM,approved,commencement,NOUN_CHUNK,NOUN_CHUNK
2416,CM,inaugurated,853 roads,NOUN_CHUNK,NOUN_CHUNK
2417,students,underwent,extensive training,NOUN_CHUNK,NOUN_CHUNK
2418,extensive fort cleaning drive,found,mention,NOUN_CHUNK,NOUN_CHUNK
2419,Rhushabh Gedam,swept,slot,ORG,NOUN_CHUNK
2420,Previous years question papers,helped,preparation,NOUN_CHUNK,NOUN_CHUNK
2421,father,has,sister,NOUN_CHUNK,NOUN_CHUNK
2422,Kalgutkar,collected,Kalgutkar fees,PERSON,NOUN_CHUNK
2423,students,arrested,Kalgutkar,NOUN_CHUNK,PERSON
2424,accused,splurged,money,NOUN_CHUNK,NOUN_CHUNK
2425,The Swachh Kharghar Foundation,plant,"10,000 trees",ORG,NOUN_CHUNK
2426,NMMC,provide,10 000 saplings,ORG,NOUN_CHUNK
2427,songs,struck,chord,NOUN_CHUNK,NOUN_CHUNK
2428,Manashree Joshi,presented,soulful songs,PERSON,NOUN_CHUNK
2429,Anchor Shweta Shelgaonkar,kept,audience,PERSON,NOUN_CHUNK
2430,200 people,signed,petition,NOUN_CHUNK,NOUN_CHUNK
2431,government charity rural hospitals,causing,rise,NOUN_CHUNK,NOUN_CHUNK
2432,Mumbai singers Sanjay Korgaonkar,presented,songs,PERSON,NOUN_CHUNK
2433,Dhomne,arranged,music,ORG,NOUN_CHUNK
2434,People,know,rich legacy,NOUN_CHUNK,NOUN_CHUNK
2435,total,took up,helicopter ride,NOUN_CHUNK,NOUN_CHUNK
2436,visitors,saw,Malvan fort,NOUN_CHUNK,NOUN_CHUNK
2437,locals,reached,coastal area,NOUN_CHUNK,NOUN_CHUNK
2438,tourists,saw,the Malvan city,NOUN_CHUNK,LOC
2439,railway,floated,tenders,NOUN_CHUNK,NOUN_CHUNK
2440,officials,charge,Rs 6,NOUN_CHUNK,ORG
2441,bungalow complex,houses,14-bedroom guest house,NOUN_CHUNK,NOUN_CHUNK
2442,bench,directed,CBI probe,NOUN_CHUNK,NOUN_CHUNK
2443,agency,used,tangible proof,NOUN_CHUNK,NOUN_CHUNK
2444,CBI probe,unearthed,disproportionate assets,NOUN_CHUNK,NOUN_CHUNK
2445,CBI case,followed,route,NOUN_CHUNK,NOUN_CHUNK
2446,the SC,upheld,Delhi HC view,ORG,NOUN_CHUNK
2447,JMM MPs bribery scam,met,fate,NOUN_CHUNK,NOUN_CHUNK
2448,Residents,facing,water problems,NOUN_CHUNK,NOUN_CHUNK
2449,line,supplies,water,NOUN_CHUNK,NOUN_CHUNK
2450,Ponda court,fined,the accused Rs,NOUN_CHUNK,ORG
2451,Sarfaraj,assaulted,Afzal,ORG,PERSON
2452,Amonkar,brought,trio,ORG,NOUN_CHUNK
2453,medical certificate,shows,injuries,NOUN_CHUNK,NOUN_CHUNK
2454,children park,attained,popularity,NOUN_CHUNK,NOUN_CHUNK
2455,Manuel Colaco,told,TOI,PERSON,PERSON
2456,The MMC,sends,25-30%,ORG,PERCENT
2457,People,mix,waste,NOUN_CHUNK,NOUN_CHUNK
2458,City folk,recenty,unwond,NOUN_CHUNK,NOUN_CHUNK
2459,Revellers,had,fun time,NOUN_CHUNK,NOUN_CHUNK
2460,City folk,recenty,unwond,NOUN_CHUNK,NOUN_CHUNK
